"drugName","activeIngredients","fever","vomit","arthritis"
"ALTAFLUOR BENOX","BENOXINATE HYDROCHLORIDE; FLUORESCEIN SODIUM",FALSE,FALSE,FALSE
"ALTAVERA","ETHINYL ESTRADIOL; LEVONORGESTREL",FALSE,FALSE,FALSE
"ALTOPREV","LOVASTATIN",FALSE,FALSE,FALSE
"ALTRENO","TRETINOIN",FALSE,FALSE,FALSE
"ALUMINUM HYDROXIDE AND MAGNESIUM TRISILICATE","ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE",FALSE,FALSE,FALSE
"ALUNBRIG","BRIGATINIB",FALSE,FALSE,FALSE
"ALUPENT","METAPROTERENOL SULFATE",FALSE,FALSE,FALSE
"ALVESCO","CICLESONIDE",FALSE,FALSE,FALSE
"ALVIMOPAN","ALVIMOPAN",FALSE,FALSE,FALSE
"ALYACEN 1/35","ETHINYL ESTRADIOL; NORETHINDRONE",FALSE,FALSE,FALSE
"ALYACEN 7/7/7","ETHINYL ESTRADIOL; NORETHINDRONE",FALSE,FALSE,FALSE
"ALYACEN 777","NORETHINDRONE; ETHINYL ESTRADIOL",FALSE,FALSE,FALSE
"ALYQ","TADALAFIL",FALSE,FALSE,FALSE
"AMABELZ","ESTRADIOL; NORETHINDRONE ACETATE",FALSE,FALSE,FALSE
"AMANTADINE HYDROCHLORIDE","AMANTADINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMARYL","GLIMEPIRIDE",FALSE,FALSE,FALSE
"AMBENYL","BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE",FALSE,FALSE,FALSE
"AMBIEN","ZOLPIDEM TARTRATE",FALSE,FALSE,FALSE
"AMBIEN CR","ZOLPIDEM TARTRATE",FALSE,FALSE,FALSE
"AMBISOME","AMPHOTERICIN B",FALSE,FALSE,FALSE
"AMBODRYL","BROMODIPHENHYDRAMINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMBRISENTAN","AMBRISENTAN",FALSE,FALSE,FALSE
"AMCILL","AMPICILLIN/AMPICILLIN TRIHYDRATE",FALSE,FALSE,FALSE
"AMCINONIDE","AMCINONIDE",FALSE,FALSE,FALSE
"AMELUZ","AMINOLEVULINIC ACID HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMEN","MEDROXYPROGESTERONE ACETATE",FALSE,FALSE,FALSE
"AMERGE","NARATRIPTAN HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMERSCAN MDP KIT","TECHNETIUM TC-99M MEDRONATE KIT",FALSE,FALSE,FALSE
"AMICAR","AMINOCAPROIC ACID",FALSE,FALSE,FALSE
"AMIDATE","ETOMIDATE",FALSE,FALSE,FALSE
"AMIFOSTINE","AMIFOSTINE",FALSE,FALSE,FALSE
"AMIKACIN SULFATE","AMIKACIN SULFATE",FALSE,FALSE,FALSE
"AMIKACIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","AMIKACIN SULFATE",FALSE,FALSE,FALSE
"AMIKIN","AMIKACIN SULFATE",FALSE,FALSE,FALSE
"AMIKIN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","AMIKACIN SULFATE",FALSE,FALSE,FALSE
"AMILORIDE HYDROCHLORIDE","AMILORIDE HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMILORIDE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE","AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE",FALSE,FALSE,FALSE
"AMINESS 5.2% ESSENTIAL AMINO ACIDS W/ HISTADINE","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINO ACIDS","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOACETIC ACID 1.5% IN PLASTIC CONTAINER","GLYCINE",FALSE,FALSE,FALSE
"AMINOCAPROIC","AMINOCAPROIC ACID",FALSE,FALSE,FALSE
"AMINOCAPROIC ACID","AMINOCAPROIC ACID",FALSE,FALSE,FALSE
"AMINOCAPROIC ACID IN PLASTIC CONTAINER","AMINOCAPROIC ACID",FALSE,FALSE,FALSE
"AMINOHIPPURATE SODIUM","AMINOHIPPURATE SODIUM",FALSE,FALSE,FALSE
"AMINOPHYLLIN","AMINOPHYLLINE",FALSE,FALSE,FALSE
"AMINOPHYLLINE","AMINOPHYLLINE",FALSE,FALSE,FALSE
"AMINOPHYLLINE DYE FREE","AMINOPHYLLINE",FALSE,FALSE,FALSE
"AMINOPHYLLINE IN SODIUM CHLORIDE 0.45%","AMINOPHYLLINE",FALSE,FALSE,FALSE
"AMINOPHYLLINE IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER","AMINOPHYLLINE",FALSE,FALSE,FALSE
"AMINOSOL 5%","PROTEIN HYDROLYSATE",FALSE,FALSE,FALSE
"AMINOSYN 10%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN 10% (PH6)","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN 3.5%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN 3.5% IN PLASTIC CONTAINER","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN 3.5% M","AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN 3.5% M IN PLASTIC CONTAINER","AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN 3.5% W/ DEXTROSE 25% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE",FALSE,FALSE,FALSE
"AMINOSYN 3.5% W/ DEXTROSE 5% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE",FALSE,FALSE,FALSE
"AMINOSYN 4.25% W/ DEXTROSE 25% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE",FALSE,FALSE,FALSE
"AMINOSYN 5%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN 7%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN 7% (PH6)","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN 7% W/ ELECTROLYTES","AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN 8.5%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN 8.5% (PH6)","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN 8.5% W/ ELECTROLYTES","AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN 8.5% W/ELECTROLYTES","AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC",FALSE,FALSE,FALSE
"AMINOSYN II 10%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN II 10% IN PLASTIC CONTAINER","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN II 10% W/ ELECTROLYTES","AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN II 15% IN PLASTIC CONTAINER","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN II 3.5%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN II 3.5% IN DEXTROSE 25% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE",FALSE,FALSE,FALSE
"AMINOSYN II 3.5% IN DEXTROSE 5% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE",FALSE,FALSE,FALSE
"AMINOSYN II 3.5% IN PLASTIC CONTAINER","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN II 3.5% M","AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",FALSE,FALSE,FALSE
"AMINOSYN II 3.5% M IN DEXTROSE 5% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",FALSE,FALSE,FALSE
"AMINOSYN II 3.5% M IN PLASTIC CONTAINER","AMINO ACIDS; MAGNESIUM ACETATE; POTASSIUM ACETATE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",FALSE,FALSE,FALSE
"AMINOSYN II 3.5% W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN II 3.5% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN II 4.25% IN DEXTROSE 10% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE",FALSE,FALSE,FALSE
"AMINOSYN II 4.25% IN DEXTROSE 20% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE",FALSE,FALSE,FALSE
"AMINOSYN II 4.25% IN DEXTROSE 25% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE",FALSE,FALSE,FALSE
"AMINOSYN II 4.25% M IN DEXTROSE 10% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",FALSE,FALSE,FALSE
"AMINOSYN II 4.25% W/ ELECT AND ADJUSTED PHOSPHATE IN DEXTROSE 10% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM ACETATE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 20% W/ CALCIUM IN PLASTIC CONTAINER","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 25% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN II 5%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN II 5% IN DEXTROSE 25% IN PLASTIC CONTAINER","AMINO ACIDS; DEXTROSE",FALSE,FALSE,FALSE
"AMINOSYN II 5% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER","AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN II 7%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN II 7% W/ ELECTROLYTES","AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN II 8.5%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN II 8.5% W/ ELECTROLYTES","AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"AMINOSYN II 8.5% W/ELECTROLYTES","AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM PHOSPHATE, DIBASIC",FALSE,FALSE,FALSE
"AMINOSYN-HBC 7%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN-HBC 7% IN PLASTIC CONTAINER","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN-HF 8%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN-PF 10%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN-PF 7%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMINOSYN-RF 5.2%","AMINO ACIDS",FALSE,FALSE,FALSE
"AMIODARONE HYDROCHLORIDE","AMIODARONE HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMIPAQUE","METRIZAMIDE",FALSE,FALSE,FALSE
"AMITID","AMITRIPTYLINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMITIZA","LUBIPROSTONE",FALSE,FALSE,FALSE
"AMITRIL","AMITRIPTYLINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMITRIPTYLINE HYDROCHLORIDE","AMITRIPTYLINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMJEVITA","ADALIMUMAB-ATTO",FALSE,FALSE,FALSE
"AMLEXANOX","AMLEXANOX",FALSE,FALSE,FALSE
"AMLODIPINE AND OLMESARTAN MEDOXOMIL","AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL",FALSE,FALSE,FALSE
"AMLODIPINE BESYLATE","AMLODIPINE BESYLATE",FALSE,FALSE,FALSE
"AMLODIPINE BESYLATE AND ATORVASTATIN CALCIUM","AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM",FALSE,FALSE,FALSE
"AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE","AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMLODIPINE BESYLATE AND VALSARTAN","AMLODIPINE BESYLATE; VALSARTAN",FALSE,FALSE,FALSE
"AMLODIPINE BESYLATE, VALSARTAN AND HYDROCHLOROTHIAZIDE","AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN",FALSE,FALSE,FALSE
"AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE","AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMLODIPINE MALEATE; BENAZEPRIL HYDROCHLORIDE","AMLODIPINE MALEATE; BENAZEPRIL HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMMONIA N 13","AMMONIA N-13",FALSE,FALSE,FALSE
"AMMONIUM CHLORIDE","AMMONIUM CHLORIDE",FALSE,FALSE,FALSE
"AMMONIUM CHLORIDE 0.9% IN NORMAL SALINE","AMMONIUM CHLORIDE",FALSE,FALSE,FALSE
"AMMONIUM CHLORIDE 2.14%","AMMONIUM CHLORIDE",FALSE,FALSE,FALSE
"AMMONIUM CHLORIDE IN PLASTIC CONTAINER","AMMONIUM CHLORIDE",FALSE,FALSE,FALSE
"AMMONIUM LACTATE","AMMONIUM LACTATE",FALSE,FALSE,FALSE
"AMMONUL","SODIUM BENZOATE; SODIUM PHENYLACETATE",FALSE,FALSE,FALSE
"AMNESTEEM","ISOTRETINOIN",FALSE,FALSE,FALSE
"AMNESTROGEN","ESTROGENS, ESTERIFIED",FALSE,FALSE,FALSE
"AMONDYS 45","CASIMERSEN",FALSE,FALSE,FALSE
"AMOSENE","MEPROBAMATE",FALSE,FALSE,FALSE
"AMOXAPINE","AMOXAPINE",FALSE,FALSE,FALSE
"AMOXICILLIN","AMOXICILLIN",FALSE,FALSE,FALSE
"AMOXICILLIN AND CLAVULANATE POTASSIUM","AMOXICILLIN; CLAVULANATE POTASSIUM",FALSE,FALSE,FALSE
"AMOXICILLIN PEDIATRIC","AMOXICILLIN",FALSE,FALSE,FALSE
"AMOXIL","AMOXICILLIN",FALSE,FALSE,FALSE
"AMPHADASE","HYALURONIDASE",FALSE,FALSE,FALSE
"AMPHETAMINE SULFATE","AMPHETAMINE SULFATE",FALSE,FALSE,FALSE
"AMPHOTEC","AMPHOTERICIN B",FALSE,FALSE,FALSE
"AMPHOTERICIN B","AMPHOTERICIN B",FALSE,FALSE,FALSE
"AMPICILLIN AND SULBACTAM","AMPICILLIN SODIUM; SULBACTAM SODIUM",FALSE,FALSE,FALSE
"AMPICILLIN SODIUM","AMPICILLIN SODIUM",FALSE,FALSE,FALSE
"AMPICILLIN TRIHYDRATE","AMPICILLIN/AMPICILLIN TRIHYDRATE",FALSE,FALSE,FALSE
"AMPYRA","DALFAMPRIDINE",FALSE,FALSE,FALSE
"AMRINONE LACTATE","INAMRINONE LACTATE",FALSE,FALSE,FALSE
"AMRIX","CYCLOBENZAPRINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"AMTURNIDE","ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE",FALSE,FALSE,FALSE
"AMVAZ","AMLODIPINE MALEATE",FALSE,FALSE,FALSE
"AMYVID","FLORBETAPIR F-18",FALSE,FALSE,FALSE
"AMZEEQ","MINOCYCLINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"AN-DTPA","TECHNETIUM TC-99M PENTETATE KIT",FALSE,FALSE,FALSE
"AN-SULFUR COLLOID","TECHNETIUM TC-99M SULFUR COLLOID KIT",FALSE,FALSE,FALSE
"ANADROL-50","OXYMETHOLONE",FALSE,FALSE,FALSE
"ANAFRANIL","CLOMIPRAMINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ANAGRELIDE HYDROCHLORIDE","ANAGRELIDE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ANAPROX","NAPROXEN SODIUM",FALSE,FALSE,FALSE
"ANAPROX DS","NAPROXEN SODIUM",FALSE,FALSE,FALSE
"ANASTROZOLE","ANASTROZOLE",FALSE,FALSE,FALSE
"ANCEF","CEFAZOLIN SODIUM",FALSE,FALSE,FALSE
"ANCEF IN DEXTROSE 5% IN PLASTIC CONTAINER","CEFAZOLIN SODIUM",FALSE,FALSE,FALSE
"ANCEF IN PLASTIC CONTAINER","CEFAZOLIN SODIUM",FALSE,FALSE,FALSE
"ANCEF IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","CEFAZOLIN SODIUM",FALSE,FALSE,FALSE
"ANCOBON","FLUCYTOSINE",FALSE,FALSE,FALSE
"ANDRODERM","TESTOSTERONE",FALSE,FALSE,FALSE
"ANDROGEL","TESTOSTERONE",FALSE,FALSE,FALSE
"ANDROID 10","METHYLTESTOSTERONE",FALSE,FALSE,FALSE
"ANDROID 25","METHYLTESTOSTERONE",FALSE,FALSE,FALSE
"ANDROID 5","METHYLTESTOSTERONE",FALSE,FALSE,FALSE
"ANDROID-F","FLUOXYMESTERONE",FALSE,FALSE,FALSE
"ANECTINE","SUCCINYLCHOLINE CHLORIDE",FALSE,FALSE,FALSE
"ANESTACON","LIDOCAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ANEXSIA","ACETAMINOPHEN; HYDROCODONE BITARTRATE",FALSE,FALSE,FALSE
"ANEXSIA 5/325","ACETAMINOPHEN; HYDROCODONE BITARTRATE",FALSE,FALSE,FALSE
"ANEXSIA 7.5/325","ACETAMINOPHEN; HYDROCODONE BITARTRATE",FALSE,FALSE,FALSE
"ANEXSIA 7.5/650","ACETAMINOPHEN; HYDROCODONE BITARTRATE",FALSE,FALSE,FALSE
"ANGELIQ","DROSPIRENONE; ESTRADIOL",FALSE,FALSE,FALSE
"ANGIO-CONRAY","IOTHALAMATE SODIUM",FALSE,FALSE,FALSE
"ANGIOMAX","BIVALIRUDIN",FALSE,FALSE,FALSE
"ANGIOMAX RTU","BIVALIRUDIN",FALSE,FALSE,FALSE
"ANGIOVIST 282","DIATRIZOATE MEGLUMINE",FALSE,FALSE,FALSE
"ANGIOVIST 292","DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM",FALSE,FALSE,FALSE
"ANGIOVIST 370","DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM",FALSE,FALSE,FALSE
"ANHYDRON","CYCLOTHIAZIDE",FALSE,FALSE,FALSE
"ANISOTROPINE METHYLBROMIDE","ANISOTROPINE METHYLBROMIDE",FALSE,FALSE,FALSE
"ANJESO","MELOXICAM",FALSE,FALSE,FALSE
"ANNOVERA","ETHINYL ESTRADIOL; SEGESTERONE ACETATE",FALSE,FALSE,FALSE
"ANOQUAN","ACETAMINOPHEN; BUTALBITAL; CAFFEINE",FALSE,FALSE,FALSE
"ANORO ELLIPTA","UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE",FALSE,FALSE,FALSE
"ANSAID","FLURBIPROFEN",FALSE,FALSE,FALSE
"ANSOLYSEN","PENTOLINIUM TARTRATE",FALSE,FALSE,FALSE
"ANSPOR","CEPHRADINE",FALSE,FALSE,FALSE
"ANTABUSE","DISULFIRAM",FALSE,FALSE,FALSE
"ANTAGONATE","CHLORPHENIRAMINE MALEATE",FALSE,FALSE,FALSE
"ANTARA (MICRONIZED)","FENOFIBRATE",FALSE,FALSE,FALSE
"ANTEPAR","PIPERAZINE CITRATE",FALSE,FALSE,FALSE
"ANTHELIOS 20","AVOBENZONE; ECAMSULE; OCTOCRYLENE; TITANIUM DIOXIDE",FALSE,FALSE,FALSE
"ANTHELIOS 40","AVOBENZONE; ECAMSULE; OCTOCRYLENE; TITANIUM DIOXIDE",FALSE,FALSE,FALSE
"ANTHELIOS SX","AVOBENZONE; ECAMSULE; OCTOCRYLENE",FALSE,FALSE,FALSE
"ANTHIM","OBILTOXAXIMAB",FALSE,FALSE,FALSE
"ANTITUSSIVE","DIPHENHYDRAMINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ANTIVERT","MECLIZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ANTIZOL","FOMEPIZOLE",FALSE,FALSE,FALSE
"ANTRENYL","OXYPHENONIUM BROMIDE",FALSE,FALSE,FALSE
"ANTURANE","SULFINPYRAZONE",FALSE,FALSE,FALSE
"ANUSOL HC","HYDROCORTISONE",FALSE,FALSE,FALSE
"ANZEMET","DOLASETRON MESYLATE",FALSE,FALSE,FALSE
"APADAZ","ACETAMINOPHEN; BENZHYDROCODONE HYDROCHLORIDE",FALSE,FALSE,FALSE
"APHTHASOL","AMLEXANOX",FALSE,FALSE,FALSE
"APIDRA","INSULIN GLULISINE RECOMBINANT",FALSE,FALSE,FALSE
"APIDRA SOLOSTAR","INSULIN GLULISINE RECOMBINANT",FALSE,FALSE,FALSE
"APIXABAN","APIXABAN",FALSE,FALSE,FALSE
"APLENZIN","BUPROPION HYDROBROMIDE",FALSE,FALSE,FALSE
"APOGEN","GENTAMICIN SULFATE",FALSE,FALSE,FALSE
"APOKYN","APOMORPHINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"APRACLONIDINE HYDROCHLORIDE","APRACLONIDINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"APREMILAST","APREMILAST",FALSE,FALSE,FALSE
"APREPITANT","APREPITANT",FALSE,FALSE,FALSE
"APRESAZIDE","HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE",FALSE,FALSE,FALSE
"APRESOLINE","HYDRALAZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"APRESOLINE-ESIDRIX","HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE",FALSE,FALSE,FALSE
"APRETUDE","CABOTEGRAVIR",FALSE,FALSE,FALSE
"APRISO","MESALAMINE",FALSE,FALSE,FALSE
"APTENSIO XR","METHYLPHENIDATE HYDROCHLORIDE",FALSE,FALSE,FALSE
"APTIOM","ESLICARBAZEPINE ACETATE",FALSE,FALSE,FALSE
"APTIVUS","TIPRANAVIR",FALSE,FALSE,FALSE
"AQUAMEPHYTON","PHYTONADIONE",FALSE,FALSE,FALSE
"AQUAPHYLLIN","THEOPHYLLINE",FALSE,FALSE,FALSE
"AQUASOL A","VITAMIN A",FALSE,FALSE,FALSE
"AQUATAG","BENZTHIAZIDE",FALSE,FALSE,FALSE
"AQUATENSEN","METHYCLOTHIAZIDE",FALSE,FALSE,FALSE
"ARAKODA","TAFENOQUINE SUCCINATE",FALSE,FALSE,FALSE
"ARALEN","CHLOROQUINE PHOSPHATE",FALSE,FALSE,FALSE
"ARALEN HYDROCHLORIDE","CHLOROQUINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ARALEN PHOSPHATE W/ PRIMAQUINE PHOSPHATE","CHLOROQUINE PHOSPHATE; PRIMAQUINE PHOSPHATE",FALSE,FALSE,FALSE
"ARAMINE","METARAMINOL BITARTRATE",FALSE,FALSE,FALSE
"ARANELLE","ETHINYL ESTRADIOL; NORETHINDRONE",FALSE,FALSE,FALSE
"ARANESP","DARBEPOETIN ALFA",FALSE,FALSE,FALSE
"ARAVA","LEFLUNOMIDE",FALSE,FALSE,FALSE
"ARAZLO","TAZAROTENE",FALSE,FALSE,FALSE
"ARCALYST","RILONACEPT",FALSE,FALSE,FALSE
"ARCAPTA NEOHALER","INDACATEROL MALEATE",FALSE,FALSE,FALSE
"ARDUAN","PIPECURONIUM BROMIDE",FALSE,FALSE,FALSE
"AREDIA","PAMIDRONATE DISODIUM",FALSE,FALSE,FALSE
"ARESTIN","MINOCYCLINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ARESTOCAINE HYDROCHLORIDE","MEPIVACAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ARESTOCAINE HYDROCHLORIDE W/ LEVONORDEFRIN","LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"ARFONAD","TRIMETHAPHAN CAMSYLATE",FALSE,FALSE,FALSE
"ARFORMOTEROL TARTRATE","ARFORMOTEROL TARTRATE",FALSE,FALSE,FALSE
"ARGATROBAN","ARGATROBAN",FALSE,FALSE,FALSE
"ARGATROBAN IN 0.9% SODIUM CHLORIDE","ARGATROBAN",FALSE,FALSE,FALSE
"ARGATROBAN IN DEXTROSE","ARGATROBAN",FALSE,FALSE,FALSE
"ARGATROBAN IN SODIUM CHLORIDE","ARGATROBAN",FALSE,FALSE,FALSE
"ARICEPT","DONEPEZIL HYDROCHLORIDE",FALSE,FALSE,FALSE
"ARICEPT ODT","DONEPEZIL HYDROCHLORIDE",FALSE,FALSE,FALSE
"ARIDOL","MANNITOL",FALSE,FALSE,FALSE
"ARIDOL KIT","MANNITOL",FALSE,FALSE,FALSE
"ARIKAYCE KIT","AMIKACIN SULFATE",FALSE,FALSE,FALSE
"ARIMIDEX","ANASTROZOLE",FALSE,FALSE,FALSE
"ARIPIPRAZOLE","ARIPIPRAZOLE",FALSE,FALSE,FALSE
"ARISTADA","ARIPIPRAZOLE LAUROXIL",FALSE,FALSE,FALSE
"ARISTADA INITIO KIT","ARIPIPRAZOLE LAUROXIL",FALSE,FALSE,FALSE
